SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
SC,80560,RIQUEZA,2134,13,64,2,293,348,775,3978,69,3203,280
SC,80578,CACADOR,22775,164,1795,14,3545,5475,6490,43463,978,36973,2227
SC,80586,LAGEADO GRANDE,758,6,66,0,46,158,114,1275,17,1161,110
SC,80594,CAIBI,2596,7,169,2,365,488,991,5050,69,4059,363
SC,80608,RIO RUFINO,580,16,90,0,171,509,314,1913,56,1599,177
SC,80616,CAMBORIU,8716,97,1069,0,5434,3668,3771,24509,517,20738,1237
SC,80624,PASSOS MAIA,1282,3,49,2,160,558,586,2902,63,2316,199
SC,80632,CAMPO ALEGRE,2483,36,400,6,727,2945,883,8209,196,7326,533
SC,80640,SAO JOAO DO OESTE,2917,11,302,8,158,417,753,4793,60,4040,167
SC,80659,CAMPO BELO DO SUL,1838,13,475,0,341,1302,1574,6358,182,4784,633
SC,80667,CALMON,775,3,551,0,173,173,330,2244,19,1914,220
SC,80675,CAMPO ERE,2973,9,360,4,625,894,2284,7920,162,5636,609
SC,80683,BALNEARIO DE BARRA DO SUL,1565,15,185,1,870,831,821,4607,80,3786,239
SC,80691,CAMPOS NOVOS,8045,70,1162,11,1409,4474,3691,21056,770,17365,1424
SC,80705,PARAISO,1731,6,157,2,226,536,749,3678,66,2929,205
SC,80713,CANELINHA,2432,19,425,3,612,1301,970,6477,240,5507,475
SC,80721,SANTA HELENA,1080,4,94,1,140,161,233,1887,42,1654,132
SC,80730,CANOINHAS,15250,161,1856,18,3295,7468,5580,36334,713,30754,1993
SC,80748,BELMONTE,1088,3,45,1,142,221,240,1941,23,1701,178
SC,80756,CAPINZAL,6904,42,711,4,1163,1957,1899,13991,362,12092,949
SC,80764,NOVO HORIZONTE,1039,11,153,1,147,465,412,2439,65,2027,146
SC,80772,CATANDUVAS,2480,9,197,8,539,1083,745,5623,125,4878,437
SC,80780,SAO MIGUEL DA BOA VISTA,630,3,71,5,132,219,239,1449,52,1210,98
SC,80799,CAXAMBU DO SUL,2086,14,131,0,464,594,727,4418,101,3691,301
SC,80802,ARVOREDO,1092,4,46,2,238,159,139,1835,26,1696,129
SC,80810,CHAPECO,40957,321,5629,12,13109,16505,13188,94702,1424,81514,3557
SC,80829,IPUACU,1617,4,210,0,443,275,588,3533,52,2945,344
SC,80837,CONCORDIA,25317,149,1732,20,3118,7188,6236,46136,780,39900,1596
SC,80845,OURO VERDE,819,1,22,0,138,426,330,1950,53,1620,161
SC,80853,CORONEL FREITAS,3658,10,287,2,572,1462,977,7647,224,6670,455
SC,80861,IRATI,798,5,57,0,277,208,420,1917,35,1497,117
SC,80870,CORUPA,4587,42,270,2,498,2304,1058,9449,192,8391,496
SC,80888,FORMOSA DO SUL,1096,4,77,1,207,195,361,2098,30,1737,127
SC,80896,CRICIUMA,63273,576,6506,20,16478,11475,14576,118611,1751,104035,3956
SC,80900,MACIEIRA,737,6,67,0,162,153,138,1410,45,1272,102
SC,80918,CUNHA PORA,2864,37,675,4,994,1663,1349,8266,179,6917,501
SC,80926,PONTE ALTA DO NORTE,807,4,39,0,172,411,366,2022,26,1656,197
SC,80934,CURITIBANOS,10475,84,1552,11,2074,5037,5179,27020,676,21841,1932
SC,80942,SAO CRISTOVAO DO SUL,1104,8,115,0,336,448,599,2924,68,2325,246
SC,80950,DESCANSO,3833,13,268,2,449,885,1493,7441,154,5948,344
SC,80969,VARGEM BONITA,1710,7,114,2,359,454,311,3212,55,2901,200
SC,80977,DIONISIO CERQUEIRA,3746,34,614,2,1134,1535,3555,11638,174,8083,844
SC,80985,BOMBINHAS,1838,32,662,3,752,1670,1204,6578,145,5374,272
SC,80993,DONA EMMA,1072,6,175,3,194,532,440,2641,59,2201,160
SC,81000,SANGAO,1845,21,207,1,677,1081,726,5082,167,4356,357
SC,81019,ERVAL VELHO,1184,6,157,0,265,907,302,3159,79,2857,259
SC,81027,CAPIVARI DE BAIXO,8648,36,373,2,1172,1098,1770,13909,177,12139,633
SC,81035,FAXINAL DOS GUEDES,3602,11,282,1,525,1037,1025,6992,118,5967,391
SC,81043,CORDILHEIRA ALTA,1336,2,75,0,84,431,108,2215,47,2107,132
SC,81051,FLORIANOPOLIS,126343,2021,18790,125,18075,45671,31503,256004,4368,224501,9108
SC,81060,FORQUILHINHA,7973,40,519,2,1241,1051,1157,12786,211,11629,592
SC,81078,FRAIBURGO,11950,62,782,3,1792,2366,4040,22822,484,18782,1343
SC,81086,MORRO GRANDE,1146,18,99,6,246,338,126,2159,45,2033,135
SC,81094,GALVAO,1525,13,139,5,158,368,670,3142,73,2472,191
SC,81108,CORONEL MARTINS,776,7,86,1,203,348,388,1982,35,1594,138
SC,81116,GOVERNADOR CELSO RAMOS,2338,33,680,3,1611,2249,1608,9330,226,7722,582
SC,81124,SAO JOAO DO ITAPERIU,842,18,97,0,275,671,506,2653,62,2147,182
SC,81132,GAROPABA,3879,32,436,3,611,2742,1561,10191,307,8630,620
SC,81140,JARDINOPOLIS,902,5,44,1,141,167,261,1659,26,1398,112
SC,81159,GARUVA,2974,33,325,5,1079,1648,1426,8118,158,6692,470
SC,81167,ERMO,1131,10,86,2,392,251,297,2392,51,2095,172
SC,81175,GASPAR,11850,204,2293,12,3609,7966,3258,31256,764,27998,1300
SC,81183,SAO PEDRO DE ALCANTARA,1287,21,207,1,214,975,324,3369,106,3045,234
SC,81191,GRAO PARA,1992,35,429,9,368,1005,429,4785,137,4356,381
SC,81205,SANTIAGO DO SUL,688,4,22,0,72,173,329,1391,33,1062,70
SC,81213,GRAVATAL,2785,32,534,1,449,1445,511,6337,161,5826,419
SC,81221,BELA VISTA DO TOLDO,1591,17,147,1,337,1042,557,4084,96,3527,296
SC,81230,GUABIRUBA,4989,40,580,5,478,1603,686,9127,289,8441,457
SC,81248,CAPAO ALTO,751,11,370,0,296,630,494,2783,51,2289,180
SC,81256,GUARACIABA,3930,33,264,8,726,1309,790,7590,183,6800,347
SC,81264,PAINEL,697,4,210,2,211,591,398,2330,40,1932,177
SC,81272,GUARAMIRIM,8856,93,752,7,1669,2817,1959,17129,322,15170,654
SC,81280,BOCAINA DO SUL,727,8,346,1,254,688,467,2811,50,2344,270
SC,81299,GUARUJA DO SUL,1546,13,216,0,268,621,770,3699,92,2929,173
SC,81302,ALTO BELA VISTA,1113,3,172,2,40,132,235,1793,20,1558,76
SC,81310,HERVAL DO OESTE,6705,44,515,3,973,2639,1928,13858,310,11930,741
SC,81329,FREI ROGERIO,918,20,94,5,172,349,350,2077,35,1727,134
SC,81337,IBICARE,1383,22,118,5,219,467,271,2761,95,2490,181
SC,81345,TREVISO,1722,12,129,1,208,264,238,2750,32,2512,144
SC,81353,IBIRAMA,4228,43,625,7,1104,2948,1615,11578,314,9963,694
SC,81361,IOMERE,979,17,85,0,112,555,259,2175,58,1916,110
SC,81370,ICARA,18690,101,1006,7,4278,2958,3997,33102,652,29105,1413
SC,81388,BOM JESUS,995,3,38,0,167,163,344,1887,37,1543,140
SC,81396,ILHOTA,3078,31,463,2,1187,1646,1106,8272,226,7166,533
SC,81400,IBIAM,879,4,78,4,79,283,237,1693,32,1456,97
SC,81418,IMARUI,3851,29,415,0,907,1895,1739,10016,264,8277,916
SC,81426,ENTRE RIOS,735,5,168,2,335,155,447,2101,62,1654,192
SC,81434,IMBITUBA,13863,118,1297,8,2277,2702,4022,26266,503,22244,1476
SC,81442,PAIAL,829,4,107,3,174,221,324,1761,29,1437,70
SC,81450,IMBUIA,1198,17,84,2,416,1518,446,4050,108,3604,261
SC,81469,BOM JESUS DO OESTE,819,6,97,1,116,195,234,1624,36,1390,120
SC,81477,INDAIAL,10993,195,1893,16,3026,7344,3235,29074,877,25839,1495
SC,81485,SAO BERNARDINO,1143,7,46,0,205,177,396,2155,43,1759,138
SC,81493,IPIRA,1875,8,222,0,208,441,481,3535,104,3054,196
SC,81507,SANTA TEREZINHA DO PROGRESSO,1063,7,91,2,274,325,789,2799,63,2010,185
SC,81515,IPUMIRIM,2724,12,275,1,437,839,640,5336,133,4696,275
SC,81523,SALTINHO,1526,5,85,0,262,207,734,3133,90,2399,224
SC,81531,IRANI,3065,13,168,0,584,632,859,5813,128,4954,364
SC,81540,JUPIA,858,5,52,0,114,260,308,1758,30,1450,131
SC,81558,IRINEOPOLIS,2994,32,445,5,589,1074,1103,6833,118,5730,473
SC,81566,PALMEIRA,811,2,165,0,365,303,391,2252,47,1861,168
SC,81574,ITA,2594,10,152,3,219,629,882,4735,74,3853,172
SC,81582,BANDEIRANTE,1480,6,96,1,118,333,652,2862,40,2210,136
SC,81590,ITAIOPOLIS,5411,90,694,8,1076,2919,2107,13679,423,11572,951
SC,81604,FLOR DO SERTAO,614,3,27,2,76,229,336,1442,41,1106,114
SC,81612,ITAJAI,42733,505,6640,31,13467,17679,14152,101330,2251,87178,3872
SC,81620,CUNHATAI,659,6,132,2,114,309,177,1501,36,1324,66
SC,81639,ITAPEMA,6093,49,1206,4,2703,4271,2724,18224,400,15500,774
SC,81647,PRINCESA,1013,8,45,0,107,325,370,2038,63,1668,107
SC,81655,ITAPIRANGA,6119,32,414,13,545,1230,1890,10782,108,8892,431
SC,81663,ITAPOA,2366,29,405,0,580,1311,1526,6698,119,5172,362
SC,81671,ITUPORANGA,6328,52,577,3,1817,3337,1954,15222,313,13268,841
SC,81680,TIGRINHOS,826,1,48,0,157,148,318,1654,40,1336,116
SC,81698,JABORA,1644,13,100,1,252,672,481,3493,92,3012,238
SC,81701,CHAPADAO DO LAGEADO,857,6,84,1,291,490,289,2197,47,1908,132
SC,81710,JACINTO MACHADO,3455,39,540,2,1052,940,708,7586,247,6878,603
SC,81728,BALNEARIO ARROIO DO SILVA,2320,15,352,2,394,513,938,4893,62,3955,297
SC,81736,JAGUARUNA,4365,21,440,1,1298,2067,1511,10593,255,9082,635
SC,81744,BALNEARIO GAIVOTA,1981,10,317,1,555,496,724,4425,83,3701,258
SC,81752,JARAGUA DO SUL,42691,302,3965,22,5423,13735,7674,77326,1195,69652,2319
SC,81760,BARRA BONITA,1014,5,34,0,178,234,428,2062,42,1634,127
SC,81779,JOACABA,8105,76,977,8,1237,3949,2654,18157,334,15503,817
SC,81787,BRUNOPOLIS,916,5,80,2,280,386,537,2577,75,2040,296
SC,81795,JOINVILLE,140160,1688,10722,81,38480,54666,31523,290439,3772,258916,9347
SC,81809,LUZERNA,2138,20,280,3,300,994,483,4470,65,3987,187
SC,81817,LACERDOPOLIS,807,14,57,4,83,365,119,1626,41,1507,136
SC,81825,ZORTEA,1123,8,49,2,112,297,243,2013,55,1770,124
SC,81833,LAGES,37394,470,11188,28,10211,22210,16713,104391,1970,87678,4207
SC,81850,LAGUNA,15952,172,1760,9,3095,6170,3331,32840,798,29509,1553
SC,81876,LAURENTINO,1487,10,362,4,163,1010,223,3650,139,3427,252
SC,81892,LAURO MULLER,6116,27,418,2,796,1172,1305,10671,236,9366,599
SC,81914,LEBON REGIS,3400,8,304,2,836,982,1557,8054,226,6497,739
SC,81930,LEOBERTO LEAL,926,9,122,4,364,908,449,3093,64,2644,247
SC,81957,LONTRAS,2412,20,380,2,465,1584,963,6452,197,5489,429
SC,81973,LUIZ ALVES,2517,40,292,0,349,1688,595,5954,157,5359,316
SC,81990,MAFRA,16846,291,1727,24,3047,7272,4736,36748,1002,32012,1803
SC,82015,MAJOR GERCINO,819,14,146,1,230,590,291,2361,105,2070,165
SC,82031,MAJOR VIEIRA,2807,25,195,3,260,731,730,5219,143,4489,325
SC,82058,MARAVILHA,6784,37,626,8,1354,2243,2831,14912,322,12081,707
SC,82066,MAREMA,1150,11,89,0,94,235,318,2089,60,1771,132
SC,82074,MASSARANDUBA,4481,48,851,6,757,1937,1092,9862,247,8770,443
SC,82090,MATOS COSTA,808,5,156,3,359,312,507,2355,37,1848,168
SC,82112,MELEIRO,2556,18,363,2,497,734,377,4956,142,4579,267
SC,82139,MODELO,1588,4,100,3,233,339,435,2950,63,2515,185
SC,82155,MONDAI,3588,19,275,3,415,871,1148,6825,129,5677,377
SC,82171,MONTE CASTELO,2113,10,327,1,741,1200,1430,6431,155,5001,454
SC,82198,MORRO DA FUMACA,5676,35,402,1,1352,1163,1067,10446,240,9379,510
SC,82210,NAVEGANTES,9584,118,1264,3,3160,5610,4320,25727,494,21407,1174
SC,82236,NOVA ERECHIM,1451,7,104,0,303,354,306,2706,38,2400,143
SC,82252,NOVA TRENTO,3073,38,921,7,311,1742,925,7821,413,6896,391
SC,82279,NOVA VENEZA,4767,41,536,0,428,1086,637,8095,218,7458,382
SC,82295,ORLEANS,6379,89,825,9,1169,3281,1681,14790,511,13109,846
SC,82317,OURO,2578,22,347,0,271,1153,648,5535,127,4887,389
SC,82333,PALHOCA,28254,554,3017,20,5527,12558,5988,60539,1689,54551,2932
SC,82350,PALMA SOLA,2689,15,174,2,445,609,1620,6118,108,4498,456
SC,82376,PALMITOS,5436,38,488,7,919,2144,2376,12293,237,9917,648
SC,82392,PAPANDUVA,5801,47,679,3,919,1596,2025,12196,286,10171,840
SC,82414,PAULO LOPES,1446,12,147,0,676,1045,452,4234,141,3782,315
SC,82430,PEDRAS GRANDES,1818,20,115,7,314,453,313,3396,102,3083,254
SC,82457,PENHA,3334,61,611,2,1620,3065,2484,12066,274,9582,615
SC,82473,PERITIBA,1518,4,128,1,124,346,232,2535,48,2303,134
SC,82490,PETROLANDIA,1764,17,172,3,960,1030,642,5013,105,4371,320
SC,82511,PICARRAS,2881,26,395,2,988,2045,1655,8594,154,6939,448
SC,82538,PINHALZINHO,4930,14,470,6,710,1289,1267,9278,164,8011,428
SC,82554,PINHEIRO PRETO,1088,7,100,0,88,351,271,2096,39,1825,152
SC,82570,PIRATUBA,1627,19,180,5,292,678,384,3558,99,3174,274
SC,82597,POMERODE,7407,97,1074,17,1513,4091,1568,17049,488,15481,794
SC,82619,PONTE ALTA,1420,5,242,0,593,529,828,4043,66,3215,360
SC,82635,PONTE SERRADA,3357,16,246,3,857,1013,1608,7783,166,6175,517
SC,82651,PORTO BELO,2229,33,438,6,965,1726,1213,7246,195,6033,441
SC,82678,PORTO UNIAO,9484,118,1502,3,1782,3953,4241,22549,439,18308,1027
SC,82694,POUSO REDONDO,3208,28,297,3,715,2233,1505,8833,267,7328,577
SC,82716,PRAIA GRANDE,2598,13,252,0,583,811,939,5802,126,4863,480
SC,82732,PRESIDENTE CASTELO BRANCO,1005,1,34,0,93,178,120,1556,29,1436,96
SC,82759,PRESIDENTE GETULIO,4101,30,401,6,841,1991,1097,9154,253,8057,434
SC,82775,PRESIDENTE NEREU,649,8,83,2,142,504,170,1745,38,1575,149
SC,82791,QUILOMBO,3885,26,263,5,886,1000,1335,7935,170,6600,365
SC,82813,RANCHO QUEIMADO,747,13,97,4,171,608,183,2069,82,1886,164
SC,82830,RIO DAS ANTAS,2318,47,229,1,385,763,694,4958,128,4264,393
SC,82856,RIO DO CAMPO,1859,15,253,2,567,1225,850,5145,104,4295,270
SC,82872,RIO DO OESTE,2330,21,231,4,347,1202,599,5130,136,4531,260
SC,82899,RIO DOS CEDROS,3127,40,423,8,453,1780,864,7341,155,6477,491
SC,82910,RIO DO SUL,13301,157,2866,6,3273,10550,5090,37904,813,32814,1848
SC,82937,RIO FORTUNA,1413,22,450,0,299,762,182,3439,97,3257,214
SC,82953,RIO NEGRINHO,11348,124,1644,8,2359,5381,3059,25702,446,22643,1333
SC,82970,RODEIO,3563,42,313,5,452,2012,902,8074,296,7172,489
SC,82996,ROMELANDIA,1836,23,573,6,398,496,1701,5447,90,3746,324
SC,83011,SALETE,2048,14,294,3,500,1246,843,5381,126,4538,307
SC,83038,SALTO VELOSO,1302,14,380,1,150,445,351,2922,54,2571,225
SC,83054,SANTA CECILIA,3870,18,591,1,917,1822,2056,10451,374,8395,802
SC,83070,SANTA ROSA DE LIMA,625,17,221,2,162,313,83,1555,37,1472,95
SC,83097,SANTO AMARO DA IMPERATRIZ,4684,117,770,3,680,3569,1009,11975,329,10966,814
SC,83119,SAO BENTO DO SUL,24225,150,2265,5,3593,9241,4382,46170,600,41788,1709
SC,83135,SAO BONIFACIO,518,15,131,1,136,1157,208,2451,133,2243,152
SC,83151,SAO CARLOS,3404,17,433,6,710,995,1128,7209,179,6081,337
SC,83178,SAO DOMINGOS,3423,20,422,4,415,1023,1338,7370,222,6032,503
SC,83194,SAO FRANCISCO DO SUL,9544,118,1320,6,3019,4521,3877,23928,404,20051,1119
SC,83216,SAO JOAO BATISTA,4529,68,870,3,952,2486,1354,11472,537,10118,673
SC,83232,SAO JOAO DO SUL,2387,13,259,0,700,873,777,5538,103,4761,426
SC,83259,SAO JOAQUIM,6771,114,863,10,981,4258,2667,17371,526,14704,1181
SC,83275,SAO JOSE,56139,966,6994,43,10390,21070,12163,115079,2610,102916,4704
SC,83291,SAO JOSE DO CEDRO,5062,23,463,4,684,1438,2246,10658,177,8412,561
SC,83313,SAO JOSE DO CERRITO,2151,29,437,1,473,1859,2146,7733,193,5587,444
SC,83330,SAO LOURENCO DO OESTE,5680,42,636,5,1200,3113,2970,14900,442,11930,812
SC,83356,SAO LUDGERO,3074,22,296,2,447,1204,644,6194,197,5550,308
SC,83372,SAO MARTINHO,827,23,263,5,176,903,207,2699,132,2492,163
SC,83399,SAO MIGUEL DO OESTE,11523,69,1383,3,1465,2960,4496,23111,346,18615,866
SC,83410,SAUDADES,3029,9,381,4,358,1292,700,6138,116,5438,249
SC,83437,SCHROEDER,5205,29,313,3,600,1161,802,8548,144,7746,291
SC,83453,SEARA,6297,37,414,12,804,2236,1512,12031,207,10519,512
SC,83470,SIDEROPOLIS,5671,33,363,1,581,880,1167,9236,137,8069,403
SC,83496,SOMBRIO,7844,56,685,2,1980,1968,2268,16005,317,13737,885
SC,83518,TAIO,4338,61,803,3,1877,2434,1852,12523,315,10671,840
SC,83534,TANGARA,2471,19,273,4,341,1656,448,5847,166,5399,469
SC,83550,TIJUCAS,7205,77,1277,7,1796,3717,2778,18406,431,15628,1118
SC,83577,TIMBO,9373,117,1632,5,1839,5641,1984,21939,462,19955,886
SC,83593,TRES BARRAS,5422,34,461,4,1698,1258,2092,11962,212,9870,781
SC,83615,TREZE DE MAIO,2226,23,222,11,489,726,392,4515,149,4123,277
SC,83631,TREZE TILIAS,733,17,232,2,170,1535,547,3488,68,2941,184
SC,83658,TROMBUDO CENTRAL,1611,13,350,10,548,1131,678,4735,122,4057,272
SC,83674,TUBARAO,33559,278,3248,17,5363,10026,7309,63677,1087,56368,2790
SC,83682,TUNAPOLIS,2077,8,265,5,173,348,338,3377,42,3039,121
SC,83690,TURVO,4369,28,636,2,980,1169,1297,9165,136,7868,548
SC,83712,URUBICI,2114,33,435,3,765,2034,1262,7274,135,6012,493
SC,83739,URUSSANGA,8668,69,593,3,1004,1715,1809,14755,273,12946,621
SC,83755,VARGEAO,1133,10,93,3,208,354,604,2611,62,2007,144
SC,83771,VIDAL RAMOS,1753,21,119,5,500,1150,640,4631,152,3991,291
SC,83798,VIDEIRA,14083,121,1149,16,2345,4725,4032,28847,914,24815,1462
SC,83810,WITMARSUM,1012,18,121,1,237,610,304,2545,94,2241,148
SC,83836,XANXERE,14156,31,1296,5,2607,3124,4320,27146,444,22826,1163
SC,83852,XAVANTINA,1864,9,63,1,214,759,325,3432,51,3107,146
SC,83879,XAXIM,8628,47,511,3,1694,2030,2412,16733,412,14321,996
SC,83895,BOM JARDIM DA SERRA,816,6,196,3,199,1069,336,2979,74,2643,280
SC,83917,MARACAJA,2680,13,222,0,290,446,485,4469,97,3984,236
SC,83933,TIMBE DO SUL,1697,11,112,2,642,592,398,3960,133,3562,373
SC,83950,CORREIA PINTO,4480,29,656,1,1653,1369,1092,10055,194,8963,581
SC,83976,OTACILIO COSTA,4953,31,627,2,1326,1156,1822,10572,167,8750,488
SE,31003,SANTANA DO SAO FRANCISCO,588,16,665,1,765,621,421,3722,142,3301,503
SE,31011,AMPARO DO SAO FRANCISCO,438,3,147,0,161,483,261,1686,31,1425,162
SE,31038,AQUIDABA,2805,27,2353,2,1635,1289,3144,13440,519,10296,1666
SE,31054,ARACAJU,135078,2157,31724,134,49094,22302,50243,311540,6085,261297,14723
SE,31070,ARAUA,1654,11,894,0,1045,1367,1608,7788,333,6180,876
SE,31097,AREIA BRANCA,1636,24,1627,1,1123,1523,1014,8343,316,7329,1079
SE,31119,BARRA DOS COQUEIROS,4443,45,872,5,1537,1576,1667,11259,348,9592,766
SE,31135,BREJO GRANDE,1222,6,592,1,473,392,1308,4758,199,3450,565
SE,31151,BOQUIM,6486,34,1247,5,2594,1713,3188,17752,732,14564,1753
SE,31194,CAMPO DO BRITO,2726,29,1879,2,834,1779,1836,10674,427,8838,1162
SE,31216,CANHOBA,666,1,346,1,378,586,419,2944,125,2525,422
SE,31232,CANINDE DO SAO FRANCISCO,3942,11,1551,3,1275,1122,2084,11819,283,9735,1548
SE,31259,CAPELA,3359,71,1455,9,1935,3462,3653,16587,786,12934,1857
SE,31275,CARIRA,2007,18,2092,2,974,2561,3242,13104,339,9862,1869
SE,31291,CARMOPOLIS,2406,11,754,2,974,487,1173,6713,303,5540,603
SE,31313,CEDRO DE SAO JOAO,1197,13,576,1,818,440,710,4263,193,3553,315
SE,31330,CRISTINAPOLIS,2517,16,1068,0,543,1916,2431,9909,276,7478,1142
SE,31356,NOSSA SENHORA APARECIDA,636,18,1057,0,333,1541,687,5198,247,4511,679
SE,31372,CUMBE,534,5,665,0,267,660,532,3121,95,2589,363
SE,31399,DIVINA PASTORA,705,7,403,1,237,248,165,2114,77,1949,271
SE,31410,ESTANCIA,13868,101,2463,13,4569,3515,4297,33057,1355,28760,2876
SE,31437,FEIRA NOVA,555,8,711,2,493,681,358,3334,88,2976,438
SE,31453,FREI PAULO,1210,17,1760,2,694,2185,1253,8519,370,7266,1028
SE,31470,GENERAL MAYNARD,676,8,286,0,246,202,343,2010,70,1667,179
SE,31496,GARARU,1892,16,925,2,547,2030,1444,8169,268,6725,1045
SE,31518,GRACCHO CARDOSO,1471,6,438,2,495,519,761,4455,199,3694,564
SE,31534,ILHA DAS FLORES,855,13,891,4,793,1054,1339,5848,256,4509,643
SE,31550,INDIAROBA,1712,10,955,0,1541,748,968,7170,231,6202,1005
SE,31577,ITABAIANA,11902,134,8388,13,3548,10683,6928,47685,1291,40757,4798
SE,31593,ITABAIANINHA,3744,46,2476,4,1775,6040,5330,23030,1031,17700,2584
SE,31615,ITABI,800,6,551,0,253,883,470,3613,106,3143,544
SE,31631,ITAPORANGA D AJUDA,4005,37,2757,4,2781,2003,1793,16008,448,14215,2180
SE,31658,JAPARATUBA,2658,34,1516,4,993,997,2100,9795,479,7695,1014
SE,31674,JAPOATA,2068,12,746,1,619,2070,1117,8087,369,6970,1085
SE,31690,LAGARTO,14762,126,5347,7,5166,10919,11040,55326,1890,44286,6069
SE,31712,LARANJEIRAS,5459,39,1454,2,1837,1639,1214,13846,719,12632,1483
SE,31739,MACAMBIRA,704,6,726,1,236,1777,806,4878,124,4072,498
SE,31755,MALHADA DOS BOIS,967,5,127,1,194,328,357,2301,90,1944,232
SE,31771,MALHADOR,1324,15,1132,1,741,1897,795,6942,215,6147,822
SE,31798,MARUIM,3230,29,1123,1,1371,1257,1201,9618,421,8417,985
SE,31810,MOITA BONITA,649,14,427,0,209,3413,852,6683,304,5831,815
SE,31836,MONTE ALEGRE DE SERGIPE,956,10,996,3,1653,1424,1832,8070,232,6238,964
SE,31852,MURIBECA,843,10,774,0,834,894,1141,5397,242,4256,659
SE,31879,NEOPOLIS,3356,37,1027,3,1610,1764,1240,10772,487,9532,1248
SE,31895,NOSSA SENHORA DA GLORIA,5194,25,2145,6,1761,2658,3126,17317,531,14191,1871
SE,31917,NOSSA SENHORA DAS DORES,3008,36,2275,5,1432,2466,2879,14910,952,12031,1857
SE,31933,NOSSA SENHORA DE LOURDES,1398,15,265,1,503,611,321,3692,134,3371,444
SE,31950,NOSSA SENHORA DO SOCORRO,19146,314,5513,26,11813,4969,11760,58868,1802,47108,3525
SE,31976,PACATUBA,1929,14,598,0,779,1626,1999,8449,533,6450,971
SE,31992,PEDRA MOLE,534,9,602,1,146,180,266,2045,45,1779,262
SE,32018,PEDRINHAS,1220,2,694,1,931,907,1169,5873,213,4704,736
SE,32034,PINHAO,917,4,1273,3,283,424,804,4376,111,3572,557
SE,32050,PIRAMBU,1312,10,1161,2,762,326,987,5327,248,4340,519
SE,32077,POCO REDONDO,3331,24,1522,2,1008,2423,3052,13447,344,10395,1741
SE,32093,POCO VERDE,3090,45,2142,4,1133,2765,3779,15151,468,11372,1725
SE,32115,PORTO DA FOLHA,4737,52,1304,4,1837,2783,3152,16252,522,13100,1861
SE,32131,PROPRIA,6590,40,2437,0,2338,799,3652,17665,503,14013,1306
SE,32158,RIACHAO DO DANTAS,3003,29,1193,1,1235,3424,2737,13841,595,11104,1624
SE,32174,RIACHUELO,2478,6,368,3,705,1024,1099,6605,255,5506,667
SE,32190,RIBEIROPOLIS,1883,6,3044,0,637,1764,1130,10058,246,8928,1348
SE,32212,ROSARIO DO CATETE,1596,13,1250,0,782,371,809,5510,154,4701,535
SE,32239,SALGADO,3415,26,779,3,1669,1822,1038,10526,513,9488,1261
SE,32255,SANTA LUZIA DO ITANHY,1592,18,247,4,940,1691,1838,7628,448,5790,850
SE,32298,SANTA ROSA DE LIMA,572,5,369,4,543,210,375,2569,156,2194,335
SE,32310,SANTO AMARO DAS BROTAS,1672,14,940,5,862,1013,1100,6669,221,5569,842
SE,32336,SAO CRISTOVAO,13918,162,2699,20,7031,3363,5939,37149,1213,31210,2804
SE,32352,SAO DOMINGOS,1354,14,1139,0,439,626,1409,6105,226,4696,898
SE,32379,SAO FRANCISCO,363,3,509,0,337,355,324,2194,49,1870,254
SE,32395,SAO MIGUEL DO ALEIXO,171,1,790,1,158,512,346,2433,50,2087,404
SE,32417,SIMAO DIAS,6881,74,1661,8,3676,4837,2826,24015,1064,21189,2988
SE,32433,SIRIRI,1277,16,789,3,569,673,807,4886,235,4079,517
SE,32450,TELHA,760,3,327,0,247,155,333,2074,50,1741,199
SE,32476,TOBIAS BARRETO,6316,48,2751,10,4199,6484,7139,31170,1099,24031,3124
SE,32492,TOMAR DO GERU,923,10,1297,2,567,2352,2189,8821,203,6632,1278
SE,32514,UMBAUBA,2266,24,1841,1,1640,1745,1595,10961,679,9366,1170
SP,61000,EUCLIDES DA CUNHA PAULISTA,2359,11,343,0,435,1650,2010,7436,151,5426,477
SP,61018,ADAMANTINA,6720,59,3168,2,1218,6527,5194,25250,1225,20056,1137
SP,61026,BOREBI,369,2,59,1,187,608,236,1538,22,1302,54
SP,61034,ADOLFO,947,5,77,0,210,731,355,2608,127,2253,156
SP,61042,TARUMA,3141,11,353,0,903,1610,1356,7966,226,6610,366
SP,61050,AGUAI,6898,52,1253,7,2314,3725,3496,19790,704,16294,1341
SP,61069,MOTUCA,1195,7,101,0,222,685,586,3024,89,2438,139
SP,61077,AGUAS DA PRATA,1789,20,406,2,361,1489,1037,5513,157,4476,252
SP,61085,IARAS,552,7,84,0,99,655,503,2056,37,1553,119
